# rmse: 0.03316 eV/$\mathrm{\AA}$,    mae: 0.02407 eV/$\mathrm{\AA}$    R2: 0.99878
#  True forces           Predicted forces
0.21380942974416000668  0.17378199999999999203
0.77604466070258004695  0.74575000000000002398
0.66217413154632998040  0.64088599999999995571
-0.19564418972645000738  -0.17329900000000000859
1.08498042650484993743  1.07704500000000003013
-1.84725523291369997381  -1.86628799999999994697
-1.12981438204600004305  -1.09403699999999992620
-0.58990723766911001835  -0.59415499999999998870
-0.01411194344536999962  0.02613899999999999904
0.01684798888290999982  0.03282700000000000201
-0.03513710733199999769  -0.01497300000000000020
0.59449568746933001417  0.61412299999999997446
-0.13101780943467999929  -0.18007400000000001183
-1.23884098671986997431  -1.27757000000000009443
0.19734807152996000634  0.20127200000000000646
-0.53525884173904003660  -0.48884800000000000475
1.27069469936511003638  1.30572700000000008203
-0.42607495532182998454  -0.42602499999999998703
0.21255370120683000912  0.27234199999999997299
-0.90684532359688996284  -0.85605500000000001037
1.70073582933231004510  1.67630900000000004901
-0.87178396315801998107  -0.89773899999999995369
-0.57913960904268002583  -0.57525300000000001432
-1.05884335978989008176  -1.05760100000000001330
0.77439461331185999171  0.72371300000000005070
0.41851928190429998899  0.41816700000000001092
0.06640154981295000314  0.04331600000000000034
-1.15823191936399005897  -1.12151599999999995738
-0.46009328049426001517  -0.43689800000000000857
0.86919082198456998345  0.88906099999999999017
-1.07634358080540004643  -1.11256500000000002615
0.51214327184897001644  0.50907899999999994822
0.83672559008443003759  0.84845099999999995521
-0.24655764060037999030  -0.17406299999999999550
-0.20406789297475000367  -0.18538499999999999424
-0.59626700068713001102  -0.63952699999999995661
-0.58466957511121997459  -0.60470400000000001928
-1.03818321046720996037  -1.06136199999999991661
-1.09866492975571006241  -1.08530199999999998894
1.05675523547695005000  1.04506900000000002571
0.63701355398293002530  0.61549200000000003907
1.49334878944666993306  1.50512899999999993916
1.09277473676405989522  1.05769700000000010931
0.64583138600292000486  0.61821999999999999176
-0.60010323422123001968  -0.63899200000000000443
0.54605336720964003927  0.52788800000000002388
-2.16168861011662993832  -2.13677200000000011570
0.74299984594016998951  0.77269600000000004947
0.46336490091718002260  0.49910900000000002485
-2.43965131980124994016  -2.40756499999999995509
1.52843016702716005817  1.54039100000000006574
-0.07565848079688999861  -0.08318499999999999506
-0.23707170899477000847  -0.26271200000000000108
1.55127067046310007647  1.57394799999999990270
-1.15955401003767000212  -1.14742900000000003224
0.62523590995167999118  0.66086299999999997823
0.11094295931587999648  0.11544100000000000195
0.40326483457922002174  0.41999500000000000721
0.48103743096629997256  0.45257399999999997631
0.50542650206603001450  0.50560099999999996712
0.99229560934900995495  1.02344499999999993811
0.69782975621210996398  0.71052899999999996616
-1.16764488526483001252  -1.14032500000000003304
0.78137236683138000526  0.76975700000000002454
